Id,SalePrice
1461,123412.04120635713
1462,168174.27307054526
1463,183967.5339355465
1464,195662.07523403133
1465,201754.5111763151
1466,168691.173820048
1467,174713.15858401978
1468,158585.0818189301
1469,186905.32209611064
1470,114981.62142194493
1471,190001.712110302
1472,95996.64248070633
1473,95108.80983634932
1474,143670.34828377824
1475,106207.12457166935
1476,351462.7451746574
1477,261496.4152734594
1478,292156.6661210435
1479,288273.6931378197
1480,495128.78167437593
1481,327447.1127243819
1482,211826.7388144491
1483,181505.3427689916
1484,160692.44157998674
1485,193357.52712856856
1486,193169.31207325245
1487,337622.19235155755
1488,224991.95134300302
1489,194850.36402437155
1490,250370.01174605323
1491,197904.89520886177
1492,92986.14141129215
1493,164845.07393289608
1494,315957.8368501161
1495,293478.89036096324
1496,235329.1287026568
1497,179538.45466750392
1498,193890.320461409
1499,158488.07837106628
1500,154818.91969046136
1501,177836.75452092433
1502,141851.5851262267
1503,300285.4181373539
1504,237502.82967265704
1505,226893.3835334114
1506,189860.0927573459
1507,251509.73869919314
1508,200582.38463196444
1509,159539.541073958
1510,144717.15026324437
1511,175377.2051292556
1512,176384.51291790238
1513,141498.38609683656
1514,158015.90178739966
1515,190357.15416743179
1516,152606.2697594932
1517,168972.84600602684
1518,130184.565410675
1519,210344.75703160267
1520,125838.08143062549
1521,135436.03769838496
1522,182215.25188017538
1523,110121.48073476747
1524,127298.77780197794
1525,121146.94397648363
1526,110402.21377630337
1527,104831.21632145345
1528,134128.5675077529
1529,158341.6343794218
1530,179167.04790458363
1531,100360.73447568146
1532,94420.9352955557
1533,166422.4968327355
1534,129774.69421250545
1535,146896.80144747155
1536,103427.35355839497
1537,59956.755372301624
1538,141518.71458198954
1539,206138.96872324403
1540,99418.2287747004
1541,139821.41322547928
1542,156378.21357588068
1543,189065.78547333874
1544,87651.59433938739
1545,114325.58815612042
1546,140781.22608172853
1547,137365.20569249918
1548,141887.9743025823
1549,123718.79434927687
1550,132985.2281607447
1551,104999.61240405166
1552,137594.03132839294
1553,146817.82621724412
1554,114441.1706480228
1555,170003.4268910923
1556,82117.42910138473
1557,114838.15757964058
1558,106474.4157233322
1559,53071.238434190236
1560,133934.34655498486
1561,125567.09062200866
1562,131205.94050791243
1563,118755.04360794392
1564,158493.96943420725
1565,148001.61783888182
1566,233570.55467231
1567,76328.32664650357
1568,238559.90879054606
1569,138653.9181489111
1570,131781.29279540587
1571,119689.08002622594
1572,143392.98225938415
1573,223981.72308697872
1574,119387.07524806785
1575,217181.29985866576
1576,241123.76533294964
1577,177082.93465944965
1578,139081.22144151313
1579,150604.86474739035
1580,193087.6004081866
1581,157594.69268189956
1582,122205.58493597072
1583,311336.81662374333
1584,215855.20161511604
1585,134824.09827276212
1586,73767.28956089182
1587,104709.20772722005
1588,144142.44219200622
1589,98366.02246427063
1590,131569.58096021926
1591,91794.99665927835
1592,116690.6983863778
1593,125343.09922955162
1594,130323.74468446721
1595,106653.73804166715
1596,216529.23099576333
1597,197237.34442717928
1598,234740.8584941444
1599,166436.0535385326
1600,161842.49265615412
1601,68074.434940758
1602,119848.75366743823
1603,60202.17917162992
1604,268337.2180553428
1605,238202.9172820288
1606,167829.1416805789
1607,185550.23473392503
1608,214286.28508300125
1609,180783.29137872637
1610,155069.6997655883
1611,136592.15678483754
1612,173453.0737671858
1613,165137.3575567292
1614,115327.2676372062
1615,88809.14187377683
1616,77773.71396344059
1617,92300.25784236542
1618,137008.41928696304
1619,138330.02174614824
1620,148796.2572246299
1621,141796.6609895998
1622,140587.84689904866
1623,258744.3804982674
1624,215600.18136107837
1625,118763.6265374426
1626,171069.28616383925
1627,196083.9521486497
1628,272947.71599048073
1629,180709.8612302935
1630,388140.33890098915
1631,242253.63854881754
1632,264591.15251116117
1633,170683.4129888511
1634,182333.2227481033
1635,174917.59835750586
1636,148577.7650626589
1637,208637.02665057124
1638,186303.1283427953
1639,185066.71851213076
1640,246823.65354272389
1641,176261.78031999504
1642,239091.10005657174
1643,229567.65306867333
1644,231313.4151671415
1645,213234.87180424068
1646,154964.49349814307
1647,153997.4827116149
1648,126491.18581919734
1649,138417.24665559668
1650,111927.50529580435
1651,118478.07360511788
1652,97954.85202361841
1653,100811.6900627365
1654,147560.74582193585
1655,133134.44236769233
1656,140856.03430687918
1657,154068.3049152029
1658,147179.46071327452
1659,118130.5022495033
1660,152474.6867141237
1661,458483.06450534635
1662,384469.79920999915
1663,372182.3149106332
1664,634757.5072770967
1665,296613.5274897735
1666,304907.8895633593
1667,382873.31028972566
1668,327318.1033992672
1669,293849.084509156
1670,332351.19730982214
1671,280826.6657020154
1672,436182.3891440118
1673,302418.5909216513
1674,247191.42713317843
1675,207106.26382459616
1676,197441.9989854754
1677,228558.87702813122
1678,476172.41500765295
1679,383421.3052677764
1680,314107.9326367541
1681,231324.26360307453
1682,321546.47152226605
1683,189609.82699453295
1684,173392.62751983028
1685,172894.78878075382
1686,167889.6036384885
1687,172382.50386643305
1688,189461.5166297472
1689,189018.71900453884
1690,195954.89275508453
1691,183405.3691726407
1692,247912.46572021418
1693,170533.69354439614
1694,180721.07352655454
1695,165148.5102407532
1696,289815.34364653844
1697,168769.72293746352
1698,363259.33598492935
1699,325208.5587745202
1700,259060.07922055593
1701,271245.46968861396
1702,252747.24364062343
1703,246382.62887372184
1704,278823.9051719954
1705,230343.22237270174
1706,363925.3052764658
1707,201395.74077440889
1708,204861.5363072886
1709,269544.54281457973
