id,SalePrice
1461,120129.31638285218
1462,153008.78540649876
1463,181999.667865918
1464,195952.28499780287
1465,197477.81258720372
1466,171222.8437366318
1467,178212.01779580905
1468,161123.61215957563
1469,193898.47881496948
1470,119925.56963355617
1471,189952.67847808325
1472,97385.9241690199
1473,96173.51867350194
1474,146413.76269308914
1475,113408.51351352438
1476,363558.8497525451
1477,250762.12819425634
1478,294599.18152895477
1479,299293.44565708295
1480,474977.58803628816
1481,325368.59760204714
1482,210850.56526419768
1483,177057.7207100431
1484,162710.8451215373
1485,191473.76554705846
1486,193107.9070899654
1487,339866.0295461026
1488,238341.33532048418
1489,193749.60820502645
1490,231349.06594699912
1491,195044.01559664906
1492,92756.67611514177
1493,189749.588439213
1494,299951.37928339146
1495,293285.59112122096
1496,235702.0951615435
1497,179388.32508260966
1498,167787.27829460753
1499,162374.42494971008
1500,152697.77495439694
1501,174507.69277533924
1502,145503.6506212224
1503,290290.22303373506
1504,242519.0337992157
1505,225593.9126779172
1506,188193.22519878796
1507,245834.55147804398
1508,202873.92776776533
1509,163898.0977788804
1510,143480.39546743783
1511,148092.67300571027
1512,175334.35530234547
1513,152363.3506562307
1514,155109.81990672945
1515,197374.40600365406
1516,157898.11081760877
1517,168347.74792537495
1518,132466.49684443185
1519,209170.4308041955
1520,127540.30850578858
1521,130083.47515553566
1522,178496.13977394567
1523,110130.48034133491
1524,125686.44701638765
1525,120266.19747097147
1526,113488.37444080893
1527,107566.1432508582
1528,137378.3893469948
1529,149722.56499002723
1530,184338.3627019246
1531,105988.75185360089
1532,98505.5794342934
1533,142816.38267748803
1534,127215.27170736833
1535,147673.90202250832
1536,106379.11563719086
1537,64977.585968625164
1538,147236.9720549623
1539,191933.5583751058
1540,94263.45850341665
1541,138707.10514196954
1542,139649.24986487327
1543,189700.53751999213
1544,85068.0084813381
1545,115257.94054333364
1546,135137.91282301547
1547,127884.20576731049
1548,138708.24355731072
1549,119838.49286651298
1550,135618.0232182609
1551,108884.99981547272
1552,136390.9810960212
1553,148289.80774366978
1554,116891.82272110373
1555,160376.90131114144
1556,85485.21858199117
1557,105780.75136395848
1558,97580.47664747872
1559,63552.76802692346
1560,134335.23100407387
1561,129372.72588983353
1562,130057.34828423745
1563,117918.55506134832
1564,155071.55198099813
1565,150955.3407950724
1566,237772.46824719827
1567,76404.07502957848
1568,230818.44131562527
1569,127780.26853477299
1570,139167.54640386655
1571,123248.06659908096
1572,142090.06900251703
1573,236848.6385926417
1574,118411.16056849026
1575,228294.73339371238
1576,241692.83937702145
1577,182201.7635543572
1578,148720.33335049936
1579,144283.6746041202
1580,196843.8694239312
1581,153037.51734319574
1582,125687.59815299774
1583,295888.95713129715
1584,216154.08727435983
1585,136126.52454196167
1586,67143.73313938867
1587,104989.71874882668
1588,151179.16829745108
1589,96656.2164897681
1590,133891.40280903352
1591,92120.83906055184
1592,114189.92031279957
1593,127669.24235410168
1594,123646.9654616617
1595,107500.49085079701
1596,222575.4363111559
1597,193546.93965914947
1598,227982.64081666223
1599,172656.03043455456
1600,162810.36347349512
1601,68670.55669450274
1602,117135.40853671772
1603,71358.13909721232
1604,260213.98917750406
1605,243774.2319576857
1606,168701.8701135875
1607,173316.51157346932
1608,214614.0413639863
1609,185339.24789518586
1610,150446.69880184554
1611,138184.72480648351
1612,170111.59149848693
1613,161412.0306866152
1614,128011.21692279437
1615,93618.23075704878
1616,77864.50013347314
1617,95346.8204665174
1618,124769.08143316275
1619,140093.27093942097
1620,152267.55072114116
1621,138619.24058028354
1622,141655.71194439236
1623,261268.10001323366
1624,209360.63951990491
1625,120859.60722550031
1626,170452.5959100094
1627,190582.20893444953
1628,280021.09485138324
1629,184313.13785743696
1630,345037.4836673682
1631,230402.01030487774
1632,244459.26090129805
1633,174440.99603746395
1634,185156.26676201163
1635,176706.74839735383
1636,152578.34298140154
1637,199100.65915828626
1638,181426.66356721768
1639,190515.9001653976
1640,250882.8557438165
1641,183790.8824575022
1642,237825.7481050946
1643,216168.74043171667
1644,232651.6892808586
1645,196243.4430148262
1646,158437.26408653526
1647,162485.12081302618
1648,130092.84903816262
1649,138945.2624283998
1650,114357.92628029823
1651,120810.85338496117
1652,97580.96776036022
1653,99581.91815297703
1654,145872.11302769248
1655,138767.47796651215
1656,140735.73760323366
1657,147519.48764329654
1658,142980.17175416247
1659,119989.18953571953
1660,155445.67532750277
1661,419298.37808866455
1662,409959.91447416716
1663,380156.82259417453
1664,405317.0267252365
1665,304524.6138781016
1666,332727.8941430027
1667,378054.0636870631
1668,345331.79980074166
1669,314023.72191501176
1670,355979.7686123747
1671,257720.4358198642
1672,422106.3356117003
1673,290130.6274637998
1674,241744.7427118797
1675,191549.8467384346
1676,190618.29457446243
1677,217118.71217511484
1678,438373.25671008136
1679,384877.259328771
1680,328430.4683194675
1681,251804.62614685204
1682,320551.6090298305
1683,180758.20397822757
1684,177031.50592298643
1685,175707.87662411178
1686,167858.36116335503
1687,174089.0974032522
1688,189156.1534102405
1689,196665.9871380541
1690,199987.54270210705
1691,186979.3619911359
1692,270939.69959719747
1693,170797.60703902604
1694,184650.3151745898
1695,169535.5477065148
1696,273139.1435075048
1697,174714.30275650616
1698,356328.72433607455
1699,310821.15047659364
1700,250690.54830841802
1701,275275.67958586855
1702,239339.33293508273
1703,242622.78779001473
1704,274618.461542862
1705,240254.66339821625
1706,351918.5807491938
1707,213224.02152519714
1708,200166.59954659513
1709,272020.63809084473
1710,217809.3068568387
1711,271321.5765796852
1712,257725.56128323983
1713,275776.7590331798
1714,221973.31023980916
1715,208302.1033827475
1716,184707.9257707722
1717,178302.8199177091
1718,136842.96535761486
1719,208628.37657284676
1720,245426.44968563525
1721,166354.54316873205
1722,127172.56833180544
1723,155390.5140189215
1724,204903.54440444332
1725,236352.21222990242
1726,184387.77245498344
1727,150056.6767807767
1728,177684.5446027732
1729,167523.24023902926
1730,159384.8249172873
1731,121720.45748995765
1732,125576.70481500456
1733,114362.11069859377
1734,120517.87605578043
1735,126408.56764194214
1736,109538.31064061889
1737,300625.9204826812
1738,245427.9098090825
1739,244841.06712087546
1740,205655.09168078232
1741,186161.1465670508
1742,172304.68418937537
1743,179672.39926582135
1744,309047.71604959585
1745,218225.25188659367
